searge,name,side,desc
func_78469_a,setFogColorBuffer,2,Update and return fogColorBuffer with the RGBA values passed as arguments
func_78470_f,updateTorchFlicker,2,Recompute a random value that is applied to block color in updateLightmap()
func_78471_a,renderWorld,2,Method to render world on this renderer entity.
func_78472_g,updateLightmap,2,Method to update lightmap on this renderer entity.
func_78473_a,getMouseOver,2,Finds what block or object the mouse is over at the specified partial tick time. Args: partialTickTime
func_78474_d,renderRainSnow,2,Render rain and snow
func_78475_f,setupViewBobbing,2,Setups all the GL settings for view bobbing. Args: partialTickTime
func_78476_b,renderHand,2,Render player hand
func_78477_e,updateFovModifierHand,2,Update FOV modifier hand
func_78478_c,setupOverlayRendering,2,Setup orthogonal projection for rendering GUI screen overlays
func_78479_a,setupCameraTransform,2,"sets up projection, view effects, camera position/rotation"
func_78480_b,updateCameraAndRender,2,Will update any inputs that effect the camera angle (mouse) and then render the world and GUI
func_78481_a,getFOVModifier,2,Changes the field of view of the player depending on if they are underwater or not
func_78482_e,hurtCameraEffect,2,Method to hurt camera effect on this renderer entity.
func_78483_a,disableLightmap,2,Disable secondary texture unit used by lightmap
func_78484_h,addRainParticles,2,Method to add rAIn particles on this renderer entity.
func_78546_a,isBoundingBoxInFrustum,2,"Returns true if the bounding box is inside all 6 clipping planes, otherwise returns false."
func_78547_a,setPosition,2,Sets the positionition of this frustrum.
func_78548_b,isBoxInFrustum,2,"Calls the clipping helper. Returns true if the box is inside all 6 clipping planes, otherwise returns false."
func_78553_b,isBoxInFrustum,2,"Returns true if the box is inside all 6 clipping planes, otherwise returns false."
func_78558_a,getInstance,2,Initialises the ClippingHelper object then returns an instance of it.
func_78559_a,normalize,2,Normalize the frustum.
func_78560_b,init,2,Method to init on this clipping helper impl.
func_78713_a,getEntityRenderObject,2,Gets the entity render object of this render manager.
func_78714_a,getDistanceToCamera,2,Gets the distance to camera of this render manager.
func_78715_a,getEntityClassRenderObject,2,Gets the entity class render object of this render manager.
func_78716_a,getFontRenderer,2,Returns the font renderer
func_78717_a,set,2,World sets this RenderManager's worldObj to the world provided
func_78737_b,getSecondaryComponents,2,Gets the secondary components of this entity/block.
func_78738_b,createNextComponentRandom,2,Method to create next component random on this structure nether bridge pieces.
func_78739_a,getPrimaryComponents,2,Gets the primary components of this entity/block.
func_78740_a,createNextComponent,2,Method to create next component on this entity/block.
func_78743_b,clickBlock,2,"Called by Minecraft class when the player is hitting a block with an item. Args: x, y, z, side"
func_78744_a,clickBlockCreative,2,Block dig operation in creative mode (instantly digs the block).
func_78745_b,flipPlayer,2,Flips the player around. Args: player
func_78746_a,setGameType,2,Sets the game type for the player.
func_78747_a,enableEverythingIsScrewedUpMode,2,"If modified to return true, the player spins around slowly around (0, 68.5, 0). The GUI is disabled, the view is set to first person, and both chat and menu are disabled. Unless the server is modified to ignore illegal stances, attempting to enter a world at all will result in an immediate kick due to an illegal stance. Appears to be left-over debug, or demo code."
func_78748_a,setPlayerCapabilities,2,Sets player capabilities depending on current gametype. params: player
func_78749_i,extendedReach,2,true for hitting entities far away.
func_78750_j,syncCurrentPlayItem,2,Syncs the current player item with the server
func_78751_a,onPlayerDestroyBlock,2,Called when a player completes the destruction of a block
func_78752_a,sendPacketDropItem,2,Sends a Packet107 to the server to drop the item on the ground
func_78753_a,windowClick,2,Method to window click on this player controller mp.
func_78755_b,shouldDrawHUD,2,Method to should draw hud on this player controller mp.
func_78756_a,sendEnchantPacket,2,GuiEnchantment uses this during multiplayer to tell PlayerControllerMP to send a packet indicating the enchantment action the player has taken.
func_78757_d,getBlockReachDistance,2,player reach distance = 4F
func_78758_h,isInCreativeMode,2,returns true if player is in creative mode
func_78759_c,onPlayerDamageBlock,2,Called when a player damages a block and updates damage counters
func_78760_a,onPlayerRightClick,2,"Handles a players right click. Args: player, world, x, y, z, side, hitVec"
func_78761_a,sendSlotPacket,2,Used in PlayerControllerMP to update the server with an ItemStack in a slot.
func_78762_g,isNotCreative,2,"Checks if the player is not creative, used for checking if it should break a block instantly"
func_78763_f,gameIsSurvivalOrAdventure,2,Method to game is survival or adventure on this player controller mp.
func_78764_a,attackEntity,2,Attacks an entity
func_78765_e,updateController,2,Method to update controller on this player controller mp.
func_78766_c,onStoppedUsingItem,2,Called when this player controller mp stopped using item.
func_78767_c,resetBlockRemoving,2,Resets current block damage and field_78778_j
func_78768_b,interactWithEntitySendPacket,2,Send packet to server - player is interacting with another entity (left click)
func_78769_a,sendUseItem,2,"Notifies the server of things like consuming food, etc..."
func_78784_a,setTextureOffset,2,Sets the texture offset of this model renderer.
func_78785_a,render,2,Method to render on this model renderer.
func_78786_a,addBox,2,Method to add box on this model renderer.
func_78787_b,setTextureSize,2,Returns the model renderer with the new texture parameters.
func_78788_d,compileDisplayList,2,Compiles a GL display list for this model
func_78789_a,addBox,2,Method to add box on this model renderer.
func_78790_a,addBox,2,"Creates a textured box. Args: originX, originY, originZ, width, height, depth, scaleFactor."
func_78791_b,renderWithRotation,2,Method to render with rotation on this model renderer.
func_78792_a,addChild,2,Sets the current box's rotation points and rotation angles to another box.
func_78793_a,setRotationPoint,2,Sets the rotation pointeger of this model renderer.
func_78794_c,postRender,2,Allows the changing of Angles after a box has been rendered
func_78814_a,getNextComponent,2,Gets the next component of this entity/block.
func_78815_a,getRandomComponent,2,Gets the random component of this structure mineshaft pieces.
func_78817_b,getNextMineShaftComponent,2,Gets the next mine shaft component of this structure mineshaft pieces.
func_78836_a,getNBTCompound,2,"Returns an NBTTagCompound with the server's name, IP and maybe acceptTextures."
func_78837_a,getServerDataFromNBTCompound,2,"Takes an NBTTagCompound with 'name' and 'ip' keys, returns a ServerData instance."
func_78838_a,setAcceptsTextures,2,Sets the accepts textures of this entity/block.
func_78849_a,addServerData,2,Adds the given ServerData instance to the list.
func_78850_a,getServerData,2,Gets the ServerData instance stored for the given index in the list.
func_78851_b,removeServerData,2,Removes the ServerData instance stored for the given index in the list.
func_78853_a,loadServerList,2,"Loads a list of servers from servers.dat, by running ServerData.getServerDataFromNBTCompound on each NBT compound found in the ""servers"" tag list."
func_78855_b,saveServerList,2,"Runs getNBTCompound on each ServerData instance, puts everything into a ""servers"" NBT list and writes it to servers.dat."
func_78856_c,countServers,2,Counts the number of ServerData instances in the list.
func_78857_a,swapServers,2,"Takes two list indexes, and swaps their order around."
func_78861_a,getIP,2,Gets the IP of this server address.
func_78862_a,parseIntWithDefault,2,Method to parse integereger with default on this server address.
func_78863_b,getServerAddress,2,"Returns a server's address and port for the specified hostname, looking up the SRV record if possible"
func_78864_b,getPort,2,Gets the port of this server address.
func_78867_a,addBlockHitEffects,2,"Adds block hit particles for the specified block. Args: x, y, z, sideHit"
func_78868_a,updateEffects,2,Method to update effects on this effect renderer.
func_78869_b,getStatistics,2,Gets the statistics of this effect renderer.
func_78870_a,clearEffects,2,Method to clear effects on this effect renderer.
func_78872_b,renderLitParticles,2,Method to render lit particles on this effect renderer.
func_78873_a,addEffect,2,Method to add effect on this effect renderer.
func_78874_a,renderParticles,2,"Renders all current particles. Args player, partialTickTime"
func_78879_f,getCenterY,2,Gets the center Y of this structure bounding box.
func_78880_d,getZSize,2,Returns length of a bounding box
func_78881_e,getCenterX,2,Gets the center X of this structure bounding box.
func_78882_c,getYSize,2,Returns height of a bounding box
func_78883_b,getXSize,2,Returns width of a bounding box
func_78884_a,intersectsWith,2,Returns whether the given bounding box intersects with this one. Args: structureboundingbox
func_78885_a,intersectsWith,2,Discover if a coordinate is inside the bounding box area.
func_78886_a,offset,2,"Offsets the current bounding box by the specified coordinates. Args: x, y, z"
func_78887_a,getNewBoundingBox,2,returns a new StructureBoundingBox with MAX values
func_78888_b,expandTo,2,Expands a bounding box's dimensions to include the supplied bounding box.
func_78889_a,getComponentToAddBoundingBox,2,used to project a possible new component Bounding Box - to check if it would cut anything already spawned
func_78890_b,isVecInside,2,Returns true if block is inside bounding box
func_78891_g,getCenterZ,2,Gets the center Z of this structure bounding box.
func_78898_a,updatePlayerMoveState,2,Method to update player move state on this movement input from options.
func_78904_d,callOcclusionQueryList,2,Renders the occlusion query GL List
func_78905_g,setupGLTranslation,2,Sets the gl translation of this world renderer.
func_78906_e,skipAllRenderPasses,2,Checks if all render passes are to be skipped. Returns false if the renderer is not initialized
func_78908_a,updateInFrustum,2,Method to update in frustum on this world renderer.
func_78909_a,getGLCallListForPass,2,Takes in the pass the call list is being requested for. Args: renderPass
func_78910_b,setDontDraw,2,When called this renderer won't draw anymore until its gets initialized again
func_78911_c,stopRendering,2,Method to stop rendering on this world renderer.
func_78912_a,distanceToEntitySquared,2,"Returns the distance of this chunk renderer to the entity without performing the final normalizing square root, for performance reasons."
func_78913_a,setPosition,2,Sets a new position for the renderer and setting it up so it can be reloaded with the new data for that position
func_78914_f,markDirty,2,Marks the current renderer data as dirty and needing to be updated.
func_80003_ah,getPlayerUsageSnooper,2,Gets the player usage snooper of this Minecraft server.
func_80006_f,getUniqueID,2,Gets the unique ID (UUID) of this player usage snooper.
func_80007_l,getDimensionName,2,"Returns the dimension's name, e.g. ""The End"", ""Nether"", or ""Overworld""."
func_82114_b,getPlayerCoordinates,2,Return the position for this command sender.
func_82141_a,copyDataFrom,2,"Copies important data from another entity to this entity. Used when teleporting entities between worlds, as this actually deletes the teleporting entity and re-creates it on the other side. Params: Entity to copy from, unused (always true)"
func_82142_c,setInvisible,2,Sets the invisible of this entity.
func_82143_as,getMaxSafePointTries,2,The number of iterations PathFinder.getSafePoint will execute before giving up.
func_82145_z,getMaxInPortalTime,2,Return the amount of time this entity should stay in a portal before being transported.
func_82147_ab,getPortalCooldown,2,Return the amount of cooldown before this entity can use a portal again.
func_82148_at,getTeleportDirection,2,Gets the teleport direction of this entity.
func_82149_j,copyLocationAndAnglesFrom,2,Sets this entity's location and angles to the location and angles of the passed in entity.
func_82150_aj,isInvisible,2,Checks if this entity is invisible.
func_82159_b,getArmorPosition,2,Gets the armor positionition of this living entity.
func_82160_b,dropEquipment,2,Drop the equipment for this entity.
func_82161_a,getArmorItemForSlot,2,"Params: Armor slot, Item tier"
func_82162_bC,enchantEquipment,2,Enchants the entity's armor and held item based on difficulty
func_82164_bB,addRandomArmor,2,Makes entity wear random armor based on difficulty
func_82165_m,isPotionActive,2,Checks if this living entity is potion active.
func_82166_i,getArmSwingAnimationEnd,2,"Returns an integer indicating the end point of the swing animation, used by {@link #swingProgress} to provide a progress indicator. Takes dig speed enchantments into account."
func_82167_n,collideWithEntity,2,Method to collide with entity on this iron golem entity.
func_82168_bl,updateArmSwingProgress,2,Updates the arm swing progress counters and animation progress
func_82169_q,getCurrentArmor,2,Gets the current armor of this player.
func_82170_o,removePotionEffect,2,Remove the specified potion effect from this entity.
func_82171_bF,canBeSteered,2,"returns true if all the conditions for steering the entity are met. For pigs, this is true if it is being ridden by a player and the player is holding a carrot-on-a-stick"
func_82183_n,getAIControlledByPlayer,2,Return the AI task for player control.
func_82185_r,setCollarColor,2,Set this wolf's collar color.
func_82186_bH,getCollarColor,2,Return this wolf's collar color.
func_82187_q,setLookingForHome,2,Sets the looking for home of this villager entity.
func_82188_j,adjustProbability,2,Adjusts the probability of obtaining a given recipe being offered by a villager
func_82196_d,attackEntityWithRangedAttack,2,Attack the specified entity using a ranged attack.
func_82197_f,setAggressive,2,Set whether this witch is aggressive at an entity.
func_82198_m,getAggressive,2,Return whether this witch is aggressive at an entity.
func_82201_a,setSkeletonType,2,Set this skeleton's type.
func_82202_m,getSkeletonType,2,Return this skeleton's type.
func_82203_t,getWatchedTargetId,2,"Returns the target entity ID if present, or -1 if not @param par1 The target offset, should be from 0-2"
func_82205_o,isArmored,2,Returns whether the wither is armored with its boss armor or not by checking whether its health is below half of its maximum.
func_82227_f,setChild,2,Set whether this zombie is a child.
func_82228_a,startConversion,2,Starts converting this zombie into a villager. The zombie converts into a villager after the specified time in ticks.
func_82229_g,setVillager,2,Set whether this zombie is a villager.
func_82230_o,isConverting,2,Returns whether this zombie is in the process of converting to a villager
func_82231_m,isVillager,2,Return whether this zombie is a villager.
func_82232_p,convertToVillager,2,Convert this zombie into a villager.
func_82233_q,getConversionTimeBoost,2,Return the amount of time decremented from conversionTime every tick.
func_82235_h,getIsBatHanging,2,Checks if the is bat hanging.
func_82236_f,setIsBatHanging,2,Sets the is bat hanging of this bat entity.
func_82238_cc,getHideCape,2,Gets the hide cape of this player.
func_82239_b,setHideCape,2,Sets the hide cape of this player.
func_82241_s,getHideCape,2,Gets the hide cape of this player.
func_82242_a,addExperienceLevel,2,Add experience levels to this player.
func_82243_bO,getArmorVisibility,2,"When searching for vulnerable players, if a player is invisible, the return value of this is the chance of seeing them anyway."
func_82244_d,displayGUIAnvil,2,Displays the GUI for interacting with an anvil.
func_82245_bX,isSpawnForced,2,Checks if this player is spawn forced.
func_82246_f,isCurrentToolAdventureModeExempt,2,Returns true if the given block can be mined with the current tool in adventure mode.
func_82247_a,canPlayerEdit,2,Checks if this player is player edit.
func_82328_a,setDirection,2,Sets the direction of this leash knot entity.
func_82329_d,getWidthPixels,2,Gets the width pixels of this pAIntegering entity.
func_82330_g,getHeightPixels,2,Gets the height pixels of this pAIntegering entity.
func_82333_j,getRotation,2,Return the rotation of the item currently on this frame.
func_82334_a,setDisplayedItem,2,Sets the displayed item of this item frame entity.
func_82335_i,getDisplayedItem,2,Gets the displayed item of this item frame entity.
func_82336_g,setItemRotation,2,Sets the item rotation of this item frame entity.
func_82338_g,setAlphaF,2,Sets the particle alpha (float)
func_82340_a,setPotionDamage,2,Sets the potion damage of this potion entity.
func_82341_c,getMotionFactor,2,Return the motion factor for this projectile. The factor is multiplied by the original motion.
func_82342_d,isInvulnerable,2,Return whether this skull comes from an invulnerable (aura) wither boss.
func_82343_e,setInvulnerable,2,Set whether this skull comes from an invulnerable (aura) wither boss.
func_82356_Z,isCommandBlockEnabled,2,Return whether command blocks are enabled.
func_82357_ak,getSpawnProtectionSize,2,Return the spawn protection area's size.
func_82358_a,isUsernameIndex,2,Return whether the specified command parameter index is a username parameter.
func_82359_c,getPlayer,2,Gets the player of this command base.
func_82362_a,getRequiredPermissionLevel,2,Return the required permission level for this command.
func_82363_b,parseDouble,2,Parses a double from the given string or throws an exception if it's not a double.
func_82366_d,getGameRules,2,Return the game rule set this command should be able to manipulate.
func_82370_a,getUsernameIndex,2,Return a command's first parameter index containing a valid username.
func_82371_e,getDistanceSquaredToChunkCoordinates,2,Return the squared distance between this coordinates and the ChunkCoordinates given as argument.
func_82372_a,getMovementDirection,2,Returns the movement direction from a velocity vector.
func_82375_f,getDefaultMinimumLevel,2,Gets the default minimum experience level (argument lm)
func_82376_e,getDefaultMaximumLevel,2,Gets the default maximum experience level (argument l)
func_82377_a,matchesMultiplePlayers,2,Returns whether the given pattern can match more than one player.
func_82378_b,hasArguments,2,Returns whether the given token has any arguments set.
func_82379_d,getDefaultMaximumRange,2,Gets the default maximum range (argument r).
func_82380_c,matchPlayers,2,Returns an array of all players matched by the given at-token.
func_82381_h,getArgumentMap,2,"Parses the given argument string, turning it into a HashMap&lt;String, String&gt; of name-&gt;value."
func_82382_g,getDefaultCount,2,"Gets the default number of players to return (argument c, 0 for infinite)"
func_82383_a,hasTheseArguments,2,Returns whether the given token (parameter 1) has exactly the given arguments (parameter 2).
func_82384_c,getDefaultMinimumRange,2,Gets the default minimum range (argument rm).
func_82386_a,matchOnePlayer,2,Returns the one player that matches the given at-token.  Returns null if more than one player matches.
func_82403_a,renderFrameItemAsBlock,2,Render the item frame's item as a block.
func_82406_b,renderItemAndEffectIntoGUI,2,"Render the item's icon or block into the GUI, including the glint effect."
func_82441_a,renderFirstPersonArm,2,Method to render first person arm on this render player.
func_82448_a,transferEntityToWorld,2,Transfers an entity from a world to another world.
func_82449_a,findPlayers,2,Find all players in a specified range and narrowing down by other parameters
func_82482_a,dispense,2,Dispenses the specified ItemStack from a dispenser.
func_82485_a,playDispenseSound,2,Play the dispense sound from the specified block.
func_82486_a,doDispense,2,Method to do dispense on this behavior default dispense item.
func_82487_b,dispenseStack,2,"Dispense the specified stack, play the dispense sound and spawn particles."
func_82489_a,spawnDispenseParticles,2,Order clients to display dispense particles from the specified block and facing.
func_82499_a,getProjectileEntity,2,Return the projectile entity spawned by this dispense behavior.
func_82571_y,getGeneratorOptions,2,Gets the generator options of this world info.
func_82572_b,incrementTotalWorldTime,2,Method to increment total world time on this world info.
func_82573_f,getWorldTotalTime,2,Gets the world total time of this world info.
func_82574_x,getGameRulesInstance,2,Gets the GameRules class Instance.
func_82579_a,getTagMap,2,Return the tag map for this compound.
func_82580_o,removeTag,2,Remove the specified tag.
func_82581_a,createCrashReport,2,Create a crash report which indicates a NBT read error.
func_82582_d,hasNoTags,2,Return whether this compound has no tags.
func_82589_e,skipCache,2,"True if we should skip caching altogether, possibly because this class is not thread-safe."
func_82590_d,getNextFreeSpace,2,Get the next free space
func_82591_c,getPoolSize,2,Gets the number of elements in the pool.
func_82594_a,getObject,2,Gets the object of this registry simple.
func_82595_a,putObject,2,Register an object on this registry.
func_82599_e,getFrontOffsetZ,2,Returns a offset that addresses the block in front of this facing.
func_82600_a,getFront,2,Returns the facing that represents the block in front of it.
func_82601_c,getFrontOffsetX,2,Returns a offset that addresses the block in front of this facing.
func_82615_a,getX,2,Gets the X of this positionition impl.
func_82616_c,getZ,2,Gets the Z of this positionition impl.
func_82617_b,getY,2,Gets the Y of this positionition impl.
func_82618_k,getWorld,2,Gets the world of this i location.
func_82620_h,getBlockMetadata,2,Gets the block metadata of this source impl block.
func_82621_f,getZInt,2,Gets the Z integereger of this source impl block.
func_82622_e,getYInt,2,Gets the Y integereger of this source impl block.
func_82623_d,getXInt,2,Gets the X integereger of this source impl block.
func_82632_g,boostSpeed,2,Boost the entity's movement speed.
func_82633_h,isControlledByPlayer,2,Return whether the entity is being controlled by a player.
func_82634_f,isSpeedBoosted,2,Return whether the entity's speed is boosted.
func_82644_b,getWorldFeatures,2,Return the list of world features enabled on this preset.
func_82647_a,setBiome,2,Set the biome used on this preset.
func_82648_a,getBiome,2,Return the biome used on this preset.
func_82649_e,getDefaultFlatGenerator,2,Gets the default flat generator of this flat generator info.
func_82650_c,getFlatLayers,2,Return the list of layers on this preset.
func_82651_a,createFlatGeneratorFromString,2,Method to create flat generator from string on this flat generator info.
func_82656_d,getMinY,2,"Return the minimum Y coordinate for this layer, set during generation."
func_82657_a,getLayerCount,2,Return the amount of layers for this set of layers.
func_82658_c,getFillBlockMeta,2,Return the block metadata used on this set of layers.
func_82660_d,setMinY,2,Set the minimum Y coordinate for this layer.
func_82667_a,getScatteredFeatureSpawnList,2,returns possible spawns for scattered features
func_82683_b,setDefaultPlayerReputation,2,Sets the default player reputation of this village.
func_82684_a,getReputationForPlayer,2,Return the village reputation for a player
func_82686_i,isMatingSeason,2,Return whether villagers mating refractory period has passed
func_82687_d,isPlayerReputationTooLow,2,Return whether this player has a too low reputation with this village.
func_82688_a,setReputationForPlayer,2,Set the village reputation for a player.
func_82689_b,writeVillageDataToNBT,2,Write this village's data to NBT.
func_82690_a,readVillageDataFromNBT,2,Read this village's data from NBT.
func_82692_h,endMatingSeason,2,Prevent villager breeding for a fixed interval of time
func_82695_e,recreateStructures,2,Method to recreate structures on this chunk provider server.
func_82704_a,isEntityApplicable,2,Return whether the specified entity is applicable to this filter.
func_82705_e,getAnimal,2,Return whether this creature type is an animal.
func_82708_h,setObjectWatched,2,Sets the object watched of this data watcher.
func_82709_a,addObjectByDataType,2,"Add a new object for the DataWatcher to watch, using the specified data type."
func_82710_f,getWatchableObjectItemStack,2,Get a watchable object as an ItemStack.
func_82711_a,setWatchableObjectWatched,2,Set whether the specified watchable object is being watched.
func_82712_a,parseDoubleWithDefault,2,parses the string as double or returns the second parameter if it fails.
func_82713_a,parseDoubleWithDefaultAndMax,2,Method to parse double with default and max on this math helper.
func_82714_a,parseIntWithDefaultAndMax,2,parses the string as integer or returns the second parameter if it fails. this value is capped to par2
func_82715_a,parseIntWithDefault,2,parses the string as integer or returns the second parameter if it fails
func_82716_a,getRandomDoubleInRange,2,Gets the random double in range of this math helper.
func_82719_a,writeCustomPotionEffectToNBT,2,Write a custom potion effect to a potion item's NBT data.
func_82720_e,getIsAmbient,2,Gets whether this potion effect originated from a beacon
func_82721_a,setSplashPotion,2,Set whether this potion is a splash potion.
func_82722_b,readCustomPotionEffectFromNBT,2,Read a custom potion effect from a potion item's NBT data.
func_82725_o,isMagicDamage,2,Returns true if the damage is magic based.
func_82726_p,setMagicDamage,2,Define the damage type as magic based.
func_82732_R,getWorldVec3Pool,2,Return the Vec3Pool object for this world.
func_82733_a,selectEntitiesWithinAABB,2,Method to select entities within aabb on this world.
func_82734_g,getChunkHeightMapMinimum,2,"Gets the heightMapMinimum field of the given chunk, or 0 if the chunk is not loaded. Coords are in blocks. Args: X, Z"
func_82736_K,getGameRules,2,Gets the GameRules instance.
func_82737_E,getTotalWorldTime,2,Gets the total world time of this world.
func_82739_e,playBroadcastSound,2,Method to play broadcast sound on this world.
func_82742_i,resetUpdateEntityTick,2,Resets the updateEntityTick field to 0
func_82743_f,getCreationCloudUpdateTick,2,retrieves the 'date' at which the PartiallyDestroyedBlock was created
func_82744_b,setCloudUpdateTick,2,saves the current Cloud update tick into the PartiallyDestroyedBlock
func_82746_a,broadcastSound,2,Method to broadcast sound on this world manager.
func_82747_f,getWorldTypeID,2,Gets the world type ID of this world type.
func_82752_c,isAdventure,2,Returns true if this is the ADVENTURE game type
func_82753_a,setPriority,2,Sets the prioritY of this next tick list entry.
func_82756_a,getGameRuleStringValue,2,Gets the GameRule's value as String.
func_82757_a,setValue,2,Set this game rule value.
func_82758_b,getGameRuleBooleanValue,2,Gets the GameRule's value as boolean.
func_82763_b,getRules,2,Return the defined game rules.
func_82764_b,setOrCreateGameRule,2,Sets the or create game rule of this game rules.
func_82765_e,hasRule,2,Return whether the specified game rule is defined.
func_82766_b,getGameRuleBooleanValue,2,Gets the boolean Game Rule value.
func_82767_a,getGameRuleStringValue,2,Gets the string Game Rule value.
func_82768_a,readGameRulesFromNBT,2,Set defined game rules from NBT.
func_82769_a,addGameRule,2,Define a game rule and its default value.
func_82770_a,writeGameRulesToNBT,2,Return the defined game rules as NBT.
func_82781_a,getEnchantments,2,Return the enchantments for the specified stack.
func_82782_a,setEnchantments,2,Set the enchantments for the specified stack.
func_82784_g,isRecipeDisabled,2,Checks if this merchant recipe is recipe disabled.
func_82787_a,findMatchingRecipe,2,Method to find matching recipe on this crafting manager.
func_82788_x,canItemEditBlocks,2,"Returns true if players can use this item to affect the world (e.g. placing blocks, placing ender eyes in portal) when not in creative"
func_82789_a,getIsRepairable,2,Return whether this item is repairable in an anvil.
func_82790_a,getColorFromItemStack,2,Gets the color from item stack of this lily pad item.
func_82810_a,createHangingEntity,2,Create the hanging entity associated to this item.
func_82812_d,getArmorMaterial,2,Return the armor material for this armor item.
func_82814_b,getColor,2,Return the color for the specified armor ItemStack.
func_82815_c,removeColor,2,Remove the color from the specified armor ItemStack.
func_82816_b_,hasColor,2,Return whether the specified armor ItemStack has a color.
func_82819_b,setHideAddress,2,Sets the hide address of this entity/block.
func_82820_d,isHidingAddress,2,Checks if this entity/block is hiding address.
func_82824_a,setBossStatus,2,Sets the boss status of this boss status.
func_82829_a,renderCloudsCheck,2,Render clouds if enabled
func_82830_a,getNightVisionBrightness,2,Gets the night vision brightness
func_82833_r,getDisplayName,2,returns the display name of the itemstack
func_82835_x,canEditBlocks,2,Checks if this item stack is edit blocks.
func_82836_z,getItemFrame,2,Return the item frame this stack is on. Returns null if not on an item frame.
func_82837_s,hasDisplayName,2,Returns true if the itemstack has a display name
func_82838_A,getRepairCost,2,"Get this stack's repair cost, or 0 if no repair cost is defined."
func_82839_y,isOnItemFrame,2,Return whether this stack is on an item frame.
func_82840_a,getTooltip,2,Return a list of strings containing information about the item
func_82841_c,setRepairCost,2,Set this stack's repair cost.
func_82842_a,setItemFrame,2,Set the item frame this stack is on.
func_82846_b,transferStackInSlot,2,Called when a player shift-clicks on a slot. You must override this or you will crash when someone does that.
func_82847_b,removeCraftingFromCrafters,2,Remove this crafting listener from the listener list.
func_82848_d,updateRepairOutput,2,"called when the Anvil Input Slot changes, calculates the new result and puts it in the output slot"
func_82849_b,getStackSizeUsedInRepair,2,Gets the stack size used in repAIr of this entity/block.
func_82850_a,updateItemName,2,used by the Anvil GUI to update the Item Name being typed by the player
func_82851_a,getRepairInputInventory,2,Gets the repAIr input inventorY of this entity/block.
func_82869_a,canTakeStack,2,Return whether this slot's stack can be taken from this slot.
func_82870_a,onPickupFromSlot,2,Called when this contAIner repAIr$2 pickup from slot.
func_82877_b,setPlayerWalkSpeed,2,Sets the player walk speed of this player capabilities.
func_82879_c,sendSettingsToServer,2,Send a client info packet with settings information to the server
func_82883_a,getUnicodeFlag,2,Get unicodeFlag controlling whether strings should be rendered with Unicode fonts instead of the default.png font.
func_82889_a,getBatSize,2,"not actually sure this is size, is not used as of now, but the model would be recreated if the value changed and it seems a good match for a bats size"
func_83012_d,getnextPoolIndex,2,Gets the pool indeX of this entity/block.
func_83013_c,getlistAABBsize,2,Gets the aab bsize of this entity/block.
func_83015_S,getCurrentDate,2,returns a calendar object containing the current date
func_85029_a,addEntityCrashInfo,2,Method to add entity crash info on this falling block entity.
func_85030_a,playSound,2,Method to play sound on this player.
func_85031_j,hitByEntity,2,Called when a player attacks an entity. If this returns true the attack will not happen.
func_85032_ar,isEntityInvulnerable,2,Return whether this entity is invulnerable to damage.
func_85033_bc,collideWithNearbyEntities,2,Method to collide with nearby entities on this bat entity.
func_85034_r,setArrowCountInEntity,2,sets the amount of arrows stuck in the entity. used for rendering those
func_85035_bI,getArrowCountInEntity,2,"counts the amount of arrows stuck in the entity. getting hit by arrows increases this, used in rendering"
func_85036_m,setCombatTask,2,sets this entity's combat AI.
func_85039_t,addScore,2,Add to player's score
func_85040_s,setScore,2,Set player's score
func_85052_h,getThrower,2,Gets the thrower of this throwable entity.
func_85054_d,searchForOtherItemsNearby,2,Looks for other itemstacks nearby and tries to stack them together
func_85055_a,makeCrashReport,2,Creates a crash report for the exception
func_85056_g,getCategory,2,Gets the categorY of this crash report.
func_85057_a,makeCategoryDepth,2,Creates a CrashReportCategory for the given stack trace depth
func_85058_a,makeCategory,2,Creates a CrashReportCategory
func_85069_a,firstTwoElementsOfStackTraceMatch,2,"Do the deepest two elements of our saved stack trace match the given elements, in order from the deepest?"
func_85070_b,trimStackTraceEntriesFromBottom,2,Removes the given number entries from the bottom of the stack trace.
func_85071_a,getLocationInfo,2,"Returns a string with world information on location.Args:x,y,z"
func_85072_a,appendToStringBuilder,2,Method to append to string builder on this crash report category.
func_85073_a,getPrunedStackTrace,2,"Resets our stack trace according to the current trace, pruning the deepest 3 entries.  The parameter indicates how many additional deepest entries to prune.  Returns the number of entries in the resulting pruned stack trace."
func_85093_e,renderArrowsStuckInEntity,2,"renders arrows the Entity has been attacked with, attached to it"
func_85102_a,playSoundToNearExcept,2,Plays sound to all near players except the player reference given
func_85116_n,getThundering,2,Returns wether it's thundering or not.
func_85118_a,addToCrashReport,2,Adds this WorldInfo instance to the crash report.
func_85119_k,getRainTime,2,Gets the rAIn time of this entity/block.
func_85120_o,getGameType,2,Gets the game type of this entity/block.
func_85121_j,getSaveVersion,2,Gets the save version of this entity/block.
func_85123_f,getSpawnZCoordinate,2,Gets the spawn Z coordinate of this entity/block.
func_85124_e,getSpawnYCoordinate,2,Gets the spawn Y coordinate of this entity/block.
func_85125_d,getSpawnXCoordinate,2,Gets the spawn X coordinate of this entity/block.
func_85127_l,getRaining,2,Returns wether it's raining or not.
func_85128_b,getMapFeaturesEnabled,2,Return the map feautures enabled of a world
func_85129_h,getWorldTime,2,Gets the world time of this entity/block.
